id,title,visit_id,questionnaire_canonical,participant,score_obsdef_id
TTS-ACC,TTS Acceptability Survey,H2Q-MC-LZZT-Study-Visit-13,H2Q-MC-LZZT-Questionnaire-TTS-Acceptability-Survey,patient,H2Q-MC-LZZT-TTS-Acceptability-Score-Obs
